budget,industry,target_age_group,campaign_goal,impressions,clicks,conversions,engagement_rate,cost_per_click,best_platform
25060.35,Education,13-17,Awareness,2798084,370401,54427,0.1308,0.07,YouTube Shorts
44453.39,Automotive,18-24,Lead Generation,2833858,150920,16187,0.0512,0.29,Instagram
32590.52,Gaming,35-44,Traffic,3212730,94070,6131,0.0376,0.35,Facebook
44571.68,Real Estate,45-54,Awareness,3863750,80329,5150,0.0207,0.55,Facebook
21616.9,Real Estate,13-17,Engagement,1746788,206550,29154,0.1154,0.1,TikTok
30132.78,Fashion,25-34,Awareness,3060477,243016,54447,0.0837,0.12,YouTube Shorts
19320.49,Healthcare,25-34,Awareness,2006159,7925,298,0.001,2.44,LinkedIn
8590.4,Gaming,13-17,Lead Generation,786514,64950,10438,0.0772,0.13,YouTube Shorts
46804.81,Fashion,55+,Conversion,3551505,84196,6368,0.0266,0.56,Twitter
11075.64,Travel,35-44,Awareness,1116029,109553,7702,0.1035,0.1,Pinterest
41851.85,Education,18-24,Lead Generation,2922586,119913,4896,0.0427,0.35,Twitter
41213.23,Fashion,45-54,Lead Generation,4173044,48859,2379,0.0216,0.84,Facebook
37877.31,Education,18-24,Lead Generation,3139313,387537,48731,0.1177,0.1,TikTok
31178.75,Education,35-44,Lead Generation,3075613,96925,6308,0.0301,0.32,Pinterest
8477.77,Tech,35-44,Awareness,778090,31607,1920,0.039,0.27,Facebook
18558.95,Fashion,25-34,Lead Generation,1479053,150745,13222,0.1127,0.12,Instagram
26904.46,Fashion,18-24,Traffic,2268635,198969,31845,0.0914,0.14,TikTok
1909.59,Services,45-54,Engagement,145315,7623,520,0.0572,0.25,LinkedIn
35324.14,E-commerce,18-24,Awareness,3348887,336659,35075,0.1052,0.1,TikTok
23400.43,Fashion,35-44,Engagement,1079605,47927,4767,0.0479,0.49,Instagram
11399.3,Travel,13-17,Awareness,1037518,163365,13654,0.1632,0.07,TikTok
9170.38,Travel,25-34,Traffic,713984,93970,13788,0.1304,0.1,TikTok
24556.02,Education,18-24,Lead Generation,1678716,274944,25452,0.1618,0.09,YouTube Shorts
6818.69,Travel,35-44,Conversion,500908,3951,254,0.015,1.73,Facebook
9821.49,E-commerce,35-44,Conversion,802410,43739,2619,0.0549,0.22,Twitter
2681.29,Tech,18-24,Lead Generation,248415,24905,4365,0.1031,0.11,TikTok
32728.67,Travel,45-54,Traffic,2920067,56439,4188,0.0218,0.58,LinkedIn
20949.16,E-commerce,13-17,Lead Generation,1605987,3234,226,0.0131,6.48,Twitter
43694.94,Gaming,18-24,Traffic,4983449,437985,76230,0.0881,0.1,TikTok
48006.64,Travel,13-17,Engagement,4691611,222982,12929,0.0489,0.22,Twitter
48300.84,Education,25-34,Conversion,4888274,463430,39138,0.0949,0.1,YouTube Shorts
9704.4,Education,18-24,Engagement,719568,11046,643,0.0295,0.88,Twitter
6938.43,Gaming,18-24,Awareness,550399,52470,5443,0.1049,0.13,Instagram
4857.84,Food,13-17,Lead Generation,442059,11341,453,0.0259,0.43,Twitter
37618.52,Food,18-24,Traffic,3600047,427004,75626,0.1215,0.09,Instagram
36733.91,Education,25-34,Lead Generation,3092497,124112,10617,0.0429,0.3,LinkedIn
18426.45,Automotive,13-17,Awareness,1595226,87208,9882,0.0592,0.21,TikTok
2607.75,Food,45-54,Lead Generation,241387,0,0,0.0061,2607.75,LinkedIn
24491.05,Education,18-24,Lead Generation,1917155,129521,16343,0.0664,0.19,TikTok
16213.35,Healthcare,18-24,Conversion,1516784,133221,4570,0.0936,0.12,TikTok
38607.03,Education,13-17,Engagement,2939538,336349,31428,0.1086,0.11,YouTube Shorts
24108.63,Automotive,55+,Conversion,2561196,76646,2563,0.0222,0.31,Facebook
36200.18,E-commerce,55+,Conversion,3897426,94527,6296,0.0239,0.38,Twitter
26283.83,Services,25-34,Engagement,2611122,138605,6723,0.0486,0.19,Twitter
34663.56,Real Estate,25-34,Conversion,2244417,68863,6002,0.0284,0.5,Pinterest
27452.7,Fashion,55+,Conversion,3096885,76324,2832,0.0323,0.36,Twitter
11207.2,Tech,35-44,Lead Generation,1031670,77900,5673,0.0722,0.14,Twitter
4777.22,Real Estate,45-54,Conversion,372816,12164,971,0.036,0.39,LinkedIn
45956.78,E-commerce,18-24,Engagement,2899193,394043,73931,0.1372,0.12,TikTok
49045.48,Gaming,45-54,Conversion,3424034,106386,9268,0.031,0.46,Facebook
27616.79,Travel,35-44,Engagement,2069541,31785,2046,0.0218,0.87,LinkedIn
2981.31,Services,35-44,Conversion,328713,9453,642,0.0339,0.32,Facebook
5623.28,Food,35-44,Conversion,519066,7519,513,0.0161,0.75,Twitter
34569.97,Real Estate,25-34,Traffic,3344802,155732,20973,0.0429,0.22,Instagram
17614.29,Healthcare,35-44,Awareness,1543685,41909,1914,0.0312,0.42,LinkedIn
41915.08,Real Estate,18-24,Engagement,3126592,420614,65972,0.1261,0.1,YouTube Shorts
36023.3,E-commerce,25-34,Lead Generation,2336497,163639,10736,0.0661,0.22,Pinterest
21234.28,Fashion,35-44,Engagement,1757790,50417,4209,0.0266,0.42,Facebook
27886.98,Fashion,35-44,Engagement,3224168,188769,12660,0.0713,0.15,Pinterest
41822.07,Tech,25-34,Traffic,4624906,341930,30060,0.0751,0.12,Instagram
9985.31,Food,35-44,Awareness,885353,27542,1843,0.033,0.36,Facebook
46950.33,Gaming,18-24,Engagement,3359098,385631,43583,0.1102,0.12,TikTok
44713.57,Automotive,18-24,Conversion,3531562,184808,21380,0.0516,0.24,Instagram
47687.21,Services,35-44,Engagement,3770867,77232,3457,0.0169,0.62,Facebook
17794.07,Services,18-24,Lead Generation,1094687,151661,20219,0.1397,0.12,TikTok
12820.27,Travel,13-17,Conversion,1169749,141388,22656,0.1121,0.09,YouTube Shorts
13794.91,Gaming,35-44,Lead Generation,1093768,23732,3041,0.0236,0.58,LinkedIn
27237.37,Automotive,18-24,Traffic,2054232,51840,5845,0.0212,0.53,Instagram
7140.64,Fashion,35-44,Traffic,419761,6219,342,0.0121,1.15,LinkedIn
34318.69,Services,55+,Awareness,3553419,101726,6422,0.024,0.34,Facebook
29330.51,Real Estate,18-24,Conversion,1750388,193274,16983,0.0996,0.15,YouTube Shorts
3961.73,Education,25-34,Engagement,270596,13378,2708,0.0542,0.3,Instagram
17465.11,Fashion,25-34,Engagement,1542878,34189,957,0.0223,0.51,Twitter
880.45,Food,45-54,Engagement,66044,3127,189,0.0419,0.28,Twitter
21459.94,Automotive,35-44,Traffic,1750518,51728,3572,0.0315,0.41,Facebook
32760.0,Tech,35-44,Engagement,4023167,175131,11773,0.0383,0.19,Facebook
44723.45,Automotive,13-17,Traffic,3728119,658847,56375,0.1868,0.07,YouTube Shorts
7343.62,Healthcare,18-24,Awareness,670175,27708,1449,0.034,0.27,Instagram
13924.97,Automotive,25-34,Traffic,1425226,40204,2596,0.0224,0.35,Pinterest
48925.04,Automotive,18-24,Traffic,2358776,62875,3993,0.03,0.78,Twitter
43737.98,Automotive,25-34,Awareness,2657546,133092,25720,0.0471,0.33,Instagram
12708.3,Real Estate,13-17,Conversion,987096,122789,20470,0.1258,0.1,YouTube Shorts
49816.28,Tech,45-54,Lead Generation,4210222,86706,6771,0.0201,0.57,Pinterest
31223.96,Real Estate,35-44,Conversion,2814365,90610,5819,0.0308,0.34,Pinterest
19918.27,E-commerce,25-34,Traffic,1987095,117467,2534,0.061,0.17,Pinterest
16991.08,Fashion,35-44,Awareness,1491195,11815,735,0.0142,1.44,LinkedIn
12178.78,Services,13-17,Traffic,1151728,135965,10665,0.1204,0.09,YouTube Shorts
30631.52,Fashion,18-24,Lead Generation,2538897,173206,14894,0.0659,0.18,TikTok
21084.66,Tech,25-34,Awareness,1794222,253675,33658,0.1383,0.08,TikTok
15488.62,Travel,25-34,Engagement,1094051,137307,16152,0.1268,0.11,Instagram
32837.23,Tech,55+,Awareness,2262734,148170,7750,0.0657,0.22,Twitter
18077.26,Healthcare,25-34,Traffic,1997617,203678,25980,0.0956,0.09,Instagram
27968.24,Gaming,55+,Awareness,1643837,55865,750,0.0351,0.5,Facebook
21779.38,Healthcare,18-24,Lead Generation,1939416,216078,20387,0.1129,0.1,YouTube Shorts
22620.34,Fashion,35-44,Awareness,2206154,53840,2392,0.0277,0.42,LinkedIn
4228.41,Food,45-54,Awareness,396321,4113,229,0.017,1.03,LinkedIn
18819.26,Automotive,18-24,Lead Generation,1762406,222276,26252,0.1283,0.08,YouTube Shorts
28375.42,Food,25-34,Awareness,2374429,227057,14399,0.0964,0.12,Pinterest
3743.01,Travel,18-24,Awareness,304691,18357,2060,0.0617,0.2,TikTok
4892.2,Gaming,55+,Awareness,596807,19866,1162,0.0384,0.25,Twitter
3252.9,E-commerce,35-44,Traffic,341944,8948,330,0.023,0.36,Facebook
13239.23,Automotive,18-24,Lead Generation,999048,126562,22447,0.1282,0.1,TikTok
42745.99,E-commerce,25-34,Lead Generation,3612863,199775,24306,0.0579,0.21,Instagram
6078.5,Gaming,18-24,Conversion,522213,29838,3130,0.057,0.2,Instagram
47595.5,Services,18-24,Lead Generation,4590187,125196,6828,0.0321,0.38,Twitter
9175.36,E-commerce,13-17,Awareness,686276,123862,13618,0.1792,0.07,TikTok
43333.36,Food,35-44,Lead Generation,4228028,412922,78009,0.1022,0.1,Instagram
19609.47,Tech,25-34,Awareness,1585974,75682,3483,0.0512,0.26,Pinterest
16036.36,Gaming,25-34,Engagement,1603560,176137,22604,0.1096,0.09,Instagram
12576.48,Automotive,35-44,Conversion,1310791,48203,2580,0.0337,0.26,Facebook
3541.82,Real Estate,13-17,Engagement,289314,33873,4898,0.1204,0.1,TikTok
32818.58,Healthcare,35-44,Engagement,2565472,32234,2729,0.0095,1.02,LinkedIn
15905.15,Automotive,35-44,Lead Generation,1640204,22441,1960,0.0205,0.71,LinkedIn
39315.9,Healthcare,18-24,Engagement,3888160,272379,30129,0.0734,0.14,Instagram
22256.98,Automotive,18-24,Traffic,1649654,187449,28692,0.1137,0.12,TikTok
38050.49,Real Estate,18-24,Traffic,2425493,305414,37988,0.1205,0.12,TikTok
34111.73,E-commerce,35-44,Awareness,2687704,67276,2432,0.0243,0.51,Facebook
23932.24,Gaming,55+,Traffic,1664108,39628,3298,0.0239,0.6,Facebook
8412.32,Healthcare,18-24,Engagement,774563,25149,2788,0.0378,0.33,Instagram
38546.14,Gaming,25-34,Lead Generation,3323982,79783,6274,0.0213,0.48,LinkedIn
49921.85,Travel,18-24,Engagement,3471593,138486,4427,0.029,0.36,Twitter
10069.27,Travel,35-44,Awareness,1131339,16524,1081,0.0244,0.61,LinkedIn
11161.56,Tech,55+,Engagement,1030873,59892,3286,0.0501,0.19,Twitter
39551.56,Fashion,35-44,Traffic,3215602,273366,11202,0.0869,0.14,Pinterest
16467.7,Automotive,13-17,Engagement,1689351,50581,2968,0.0207,0.33,Twitter
3574.67,Travel,18-24,Engagement,287002,18779,2274,0.0698,0.19,TikTok
19756.44,Food,35-44,Engagement,1997484,170077,25838,0.0815,0.12,Instagram
11056.5,Real Estate,35-44,Awareness,960021,35936,2336,0.0379,0.31,Pinterest
25084.86,Food,18-24,Awareness,2335943,295820,50651,0.1277,0.08,TikTok
8822.0,Services,55+,Traffic,654987,33976,2157,0.0564,0.26,Twitter
16138.56,Services,18-24,Traffic,1239023,149129,16090,0.1187,0.11,TikTok
36493.65,Food,45-54,Engagement,2887965,80863,4595,0.0339,0.45,Twitter
48417.91,Tech,18-24,Traffic,5356800,537444,49300,0.0974,0.09,TikTok
25861.77,Food,18-24,Conversion,2093880,109250,10269,0.053,0.24,Instagram
34187.55,Travel,18-24,Traffic,2624912,225211,36269,0.09,0.15,YouTube Shorts
43295.6,Tech,45-54,Awareness,4238435,166864,5787,0.0311,0.26,Facebook
1263.6,Food,18-24,Traffic,104184,14503,885,0.149,0.09,YouTube Shorts
29547.72,Real Estate,18-24,Awareness,2568531,290723,27545,0.1189,0.1,YouTube Shorts
41614.27,Fashion,45-54,Conversion,3997069,156203,8408,0.0382,0.27,Twitter
27365.69,Food,45-54,Lead Generation,1864240,65815,2844,0.0384,0.42,Twitter
41633.24,Food,25-34,Engagement,3707815,348840,45291,0.1004,0.12,Instagram
32008.99,Automotive,25-34,Engagement,3152122,407030,41685,0.1249,0.08,YouTube Shorts
31199.45,E-commerce,18-24,Awareness,2553632,141797,15715,0.0502,0.22,Instagram
7967.03,Gaming,45-54,Awareness,684792,17105,1200,0.0218,0.47,Facebook
25373.78,Automotive,18-24,Lead Generation,2635394,230256,40420,0.0909,0.11,TikTok
17050.3,Automotive,45-54,Lead Generation,1530121,33690,168,0.0245,0.51,Pinterest
6078.95,E-commerce,25-34,Traffic,543810,24743,4788,0.0393,0.25,Instagram
15942.86,Travel,35-44,Awareness,1300229,4506,382,0.0131,3.54,LinkedIn
31133.36,Real Estate,55+,Engagement,3548093,157596,6136,0.0419,0.2,Twitter
46993.82,Travel,18-24,Conversion,3719924,448643,56806,0.1194,0.1,YouTube Shorts
27444.19,Education,35-44,Lead Generation,1885618,88158,7421,0.038,0.31,Pinterest
16744.74,Education,25-34,Engagement,1793746,121153,18114,0.0711,0.14,Instagram
38715.56,Education,25-34,Lead Generation,2433146,197626,29220,0.0784,0.2,YouTube Shorts
15210.36,Travel,45-54,Traffic,1429805,13864,1231,0.0144,1.1,LinkedIn
5709.69,Travel,35-44,Awareness,475720,36570,2004,0.0684,0.16,Pinterest
41482.08,Food,35-44,Traffic,2880395,66333,3988,0.0186,0.63,LinkedIn
16808.28,Travel,13-17,Engagement,1194132,150793,25450,0.1343,0.11,YouTube Shorts
39824.49,Tech,45-54,Awareness,3112751,185427,11490,0.06,0.21,Twitter
18700.49,Gaming,18-24,Engagement,1683451,127198,6455,0.0712,0.15,Twitter
49188.06,Fashion,18-24,Awareness,4007874,318697,51302,0.0785,0.15,YouTube Shorts
18193.91,Automotive,13-17,Conversion,1440718,47667,2378,0.0315,0.38,Twitter
14164.15,Travel,45-54,Traffic,1173114,42179,3038,0.0286,0.34,LinkedIn
3048.66,Education,18-24,Engagement,202767,24673,2287,0.1266,0.12,YouTube Shorts
8891.98,Services,13-17,Awareness,712900,106312,16214,0.1534,0.08,TikTok
8386.5,Food,35-44,Engagement,947162,16176,371,0.0227,0.52,Facebook
47386.66,Automotive,25-34,Lead Generation,4497332,48775,3053,0.012,0.97,LinkedIn
24837.52,Travel,18-24,Awareness,1830661,203175,16806,0.1096,0.12,Instagram
19826.48,Gaming,25-34,Lead Generation,1654738,157969,20120,0.0938,0.13,TikTok
9651.72,Fashion,18-24,Conversion,667948,47475,6187,0.0747,0.2,YouTube Shorts
8069.48,Gaming,25-34,Conversion,582714,13458,844,0.0252,0.6,LinkedIn
26644.61,Healthcare,25-34,Conversion,2675190,139906,18724,0.0463,0.19,Instagram
16129.17,Fashion,18-24,Lead Generation,1380773,165454,15341,0.1202,0.1,TikTok
46036.41,Gaming,25-34,Lead Generation,4110667,395878,53704,0.0956,0.12,Instagram
14007.57,Travel,18-24,Conversion,1168708,56173,7106,0.0515,0.25,YouTube Shorts
16688.72,Gaming,25-34,Awareness,1214895,94648,6229,0.0769,0.18,Twitter
8915.6,Tech,35-44,Engagement,765575,27339,2682,0.0302,0.33,Facebook
38778.09,Automotive,13-17,Traffic,3024350,379320,70260,0.1183,0.1,TikTok
14751.64,Real Estate,18-24,Engagement,1171797,47300,3886,0.0314,0.31,Twitter
35903.01,Fashion,13-17,Engagement,2311910,194872,29639,0.0789,0.18,TikTok
41189.89,Healthcare,55+,Conversion,1855213,92928,1671,0.0417,0.44,Facebook
29819.84,Services,25-34,Conversion,3112436,77641,7008,0.0309,0.38,LinkedIn
16065.55,Services,45-54,Lead Generation,1178589,6831,541,0.0139,2.35,Facebook
28365.56,Services,45-54,Lead Generation,2576870,61354,3671,0.0303,0.46,LinkedIn
45951.21,Tech,13-17,Lead Generation,4467655,820695,99948,0.1851,0.06,YouTube Shorts
7697.63,Healthcare,45-54,Awareness,840459,10661,621,0.0229,0.72,Pinterest
6072.58,Services,13-17,Awareness,463874,63126,4056,0.1373,0.1,TikTok
27289.23,Real Estate,18-24,Traffic,2464020,65063,4024,0.0284,0.42,Twitter
27286.14,Healthcare,45-54,Conversion,2560734,77449,5033,0.0332,0.35,Pinterest
3070.99,Fashion,55+,Lead Generation,293342,4003,299,0.0222,0.77,Facebook
10626.22,Fashion,13-17,Traffic,817255,133414,18528,0.1708,0.08,YouTube Shorts
8973.51,Healthcare,35-44,Lead Generation,675935,23788,1937,0.0357,0.38,Facebook
751.78,Services,45-54,Engagement,54648,607,32,0.0091,1.24,Facebook
17005.72,Gaming,45-54,Lead Generation,1298790,52061,1695,0.0341,0.33,Pinterest
3157.98,Healthcare,45-54,Lead Generation,288706,6357,603,0.0253,0.5,LinkedIn
19550.49,Education,13-17,Engagement,1906651,182130,15414,0.0853,0.11,TikTok
20178.51,Education,35-44,Traffic,1095618,49675,3588,0.0461,0.41,LinkedIn
36297.02,Healthcare,13-17,Engagement,3121537,292592,40656,0.0958,0.12,YouTube Shorts
39982.95,Healthcare,35-44,Conversion,3129986,67046,2200,0.0254,0.6,Facebook
43541.39,Services,25-34,Lead Generation,3166958,90654,4448,0.0204,0.48,Pinterest
7893.36,Healthcare,55+,Lead Generation,524692,12737,653,0.0287,0.62,Twitter
11703.06,Fashion,25-34,Traffic,1072207,68004,9415,0.0638,0.17,Instagram
37108.58,Education,13-17,Lead Generation,3214028,473726,41265,0.1506,0.08,YouTube Shorts
12294.55,Services,18-24,Engagement,1029846,111400,10358,0.1092,0.11,TikTok
9876.6,Fashion,25-34,Engagement,1156819,19974,1387,0.015,0.49,LinkedIn
28740.23,E-commerce,18-24,Conversion,2994596,98049,7334,0.027,0.29,Twitter
23853.89,Automotive,13-17,Engagement,2236075,84842,4441,0.0406,0.28,Twitter
7427.4,Real Estate,35-44,Lead Generation,529357,34978,3747,0.0743,0.21,Instagram
16219.06,Healthcare,25-34,Conversion,1046028,114925,13200,0.1064,0.14,TikTok
45422.32,Education,45-54,Engagement,4001465,178348,8082,0.0374,0.25,Pinterest
34729.99,Travel,45-54,Conversion,2948494,218796,8452,0.0715,0.16,Pinterest
31862.86,Fashion,35-44,Conversion,3431608,78151,3168,0.0154,0.41,Facebook
46006.78,Services,18-24,Traffic,4848279,816220,112024,0.1581,0.06,YouTube Shorts
20818.99,Fashion,18-24,Engagement,1962916,87181,9906,0.0491,0.24,Instagram
19159.39,Tech,55+,Conversion,1854182,152994,8405,0.084,0.13,Twitter
22049.68,Tech,13-17,Conversion,1970753,233932,37041,0.1194,0.09,TikTok
44467.18,Real Estate,18-24,Awareness,3302387,53148,4722,0.0165,0.84,Instagram
33067.44,Tech,35-44,Traffic,3251785,74230,3072,0.0246,0.45,Pinterest
35907.43,Real Estate,35-44,Conversion,2768063,175860,20804,0.056,0.2,Instagram
27673.44,Automotive,35-44,Lead Generation,1801483,76692,3931,0.0364,0.36,Facebook
43613.31,Food,55+,Lead Generation,2774728,90903,1710,0.0266,0.48,Facebook
28393.96,Automotive,35-44,Awareness,2031047,38653,193,0.0157,0.73,Facebook
33671.92,Services,13-17,Traffic,2924759,385140,1925,0.1255,0.09,YouTube Shorts
7623.42,Services,35-44,Traffic,649409,32454,2015,0.0496,0.23,LinkedIn
16229.64,E-commerce,25-34,Traffic,1498879,111912,7957,0.075,0.15,Pinterest
13545.09,Gaming,25-34,Traffic,1160313,115703,8541,0.1043,0.12,Instagram
12918.56,Real Estate,35-44,Awareness,1087782,56543,1871,0.0507,0.23,Pinterest
5996.09,Travel,55+,Traffic,392018,10779,933,0.0233,0.56,Twitter
46753.89,Gaming,45-54,Lead Generation,3654137,182654,8664,0.0477,0.26,Pinterest
32379.15,Fashion,13-17,Traffic,3336542,394746,49072,0.1191,0.08,TikTok
14409.4,Travel,35-44,Lead Generation,1197954,35316,1919,0.0306,0.41,Twitter
27929.97,Tech,25-34,Awareness,2514167,39622,3450,0.0093,0.7,Pinterest
44071.22,Travel,25-34,Awareness,4189584,256233,15043,0.0614,0.17,Instagram
24860.91,E-commerce,25-34,Awareness,2590859,342462,44697,0.1281,0.07,YouTube Shorts
41426.86,Fashion,35-44,Awareness,3725310,37856,3337,0.01,1.09,LinkedIn
4062.57,Services,18-24,Awareness,417572,31794,1303,0.0754,0.13,YouTube Shorts
43129.52,Automotive,55+,Traffic,2767500,74944,3977,0.0286,0.58,Facebook
16830.18,E-commerce,35-44,Awareness,1595049,26175,2095,0.0181,0.64,Facebook
32810.39,Education,35-44,Lead Generation,3227707,25164,1115,0.02,1.3,Facebook
34466.7,Tech,13-17,Traffic,3539232,450077,57312,0.1389,0.08,TikTok
47880.64,E-commerce,55+,Conversion,4646359,140426,2033,0.036,0.34,Facebook
32519.06,Healthcare,18-24,Engagement,1609657,30074,835,0.0137,1.08,Twitter
26923.19,Real Estate,45-54,Engagement,2387493,204108,21182,0.0826,0.13,LinkedIn
37457.33,Fashion,35-44,Traffic,2605250,77804,2839,0.0306,0.48,Twitter
12555.92,Services,35-44,Awareness,958010,22536,721,0.024,0.56,Facebook
24567.89,Fashion,18-24,Conversion,2447105,253471,43476,0.0982,0.1,YouTube Shorts
36444.81,Automotive,35-44,Awareness,2480571,214585,18822,0.0824,0.17,Instagram
24808.99,Automotive,25-34,Traffic,2197259,57220,5098,0.022,0.43,LinkedIn
41935.1,E-commerce,25-34,Engagement,3345761,155853,4541,0.0466,0.27,Pinterest
1012.59,Food,55+,Lead Generation,81862,958,44,0.0115,1.06,Facebook
15457.04,Healthcare,13-17,Conversion,1421200,207521,19070,0.1336,0.07,TikTok
25109.2,Tech,25-34,Lead Generation,2182668,64734,6917,0.024,0.39,LinkedIn
43183.5,Fashion,25-34,Traffic,3663066,173400,23138,0.0509,0.25,Instagram
3285.4,Services,25-34,Lead Generation,190571,6548,1109,0.0362,0.5,Instagram
25793.95,Healthcare,35-44,Awareness,2230735,11483,386,0.0088,2.25,Facebook
27729.56,Gaming,35-44,Lead Generation,2444635,244016,46569,0.1026,0.11,Instagram
4974.94,Education,18-24,Lead Generation,361368,20323,1612,0.0641,0.24,Instagram
34688.49,Education,18-24,Conversion,3445094,404051,56183,0.1025,0.09,YouTube Shorts
5838.92,Automotive,25-34,Awareness,561809,2442,255,0.0083,2.39,LinkedIn
17926.29,Gaming,18-24,Engagement,1256129,135570,13814,0.1128,0.13,TikTok
15660.42,Real Estate,35-44,Lead Generation,1303627,54102,2462,0.0324,0.29,LinkedIn
28123.14,Automotive,25-34,Awareness,2916270,21578,1519,0.0116,1.3,LinkedIn
15798.0,Travel,25-34,Traffic,1459735,146002,18573,0.0947,0.11,Instagram
23688.92,Services,35-44,Awareness,1414110,45906,3118,0.0351,0.52,Facebook
9429.39,Tech,55+,Traffic,579702,772,50,0.0041,12.2,Facebook
8277.52,Education,13-17,Engagement,524764,24948,2008,0.0411,0.33,Twitter
4742.07,Fashion,13-17,Traffic,376075,45823,6428,0.1227,0.1,YouTube Shorts
27671.64,Services,18-24,Conversion,2516967,155585,25948,0.0611,0.18,Instagram
24711.71,Automotive,35-44,Engagement,2309337,72012,7051,0.0312,0.34,LinkedIn
13790.13,Healthcare,35-44,Awareness,1072731,10356,619,0.0203,1.33,Pinterest
3891.26,Education,18-24,Conversion,326162,11795,697,0.0322,0.33,Twitter
4866.08,Healthcare,45-54,Lead Generation,425210,8796,655,0.0238,0.55,Facebook
35688.25,Gaming,25-34,Conversion,2630134,50935,3717,0.0209,0.7,LinkedIn
47375.16,E-commerce,35-44,Lead Generation,3208818,101181,6981,0.0313,0.47,Facebook
30714.59,Education,35-44,Conversion,2993907,50698,3075,0.0274,0.61,Facebook
43361.14,E-commerce,18-24,Lead Generation,3800001,441217,45108,0.1119,0.1,YouTube Shorts
46610.7,Services,13-17,Conversion,4554608,368592,43579,0.0772,0.13,TikTok
13595.01,Food,18-24,Traffic,1380366,209451,27239,0.1531,0.06,TikTok
5637.61,Education,25-34,Engagement,502269,22787,1732,0.0387,0.25,LinkedIn
